Country,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019
USA,144966,155797,333346,469571,483462,417139,394859,400026,411440,408999,411864,401727,418719,453707,447529,432608,434503,513751,589822,608765,582023,539389,485302,484605,460532,454518,429557,417872,433642,436386,438890,437877,487735,576827,563294,592480,635149,677132,671576,657527,651972,624852,551976,581671,550542,521923,487525,461007,458622,448266,449369,466759,470550,528337,601335,655407,685595,695474,714032,765973,826247,849867,839803,793157,732148,687112,671509,669448,662550,682491,718689
